,Order Number,Date of Order,Time of Order,Lineitem name,Accepts Marketing,Cancelled/Not,Currency,Financial Status,Fulfillment Status,Lineitem fulfillment status,Lineitem price,Lineitem quantity,Lineitem requires shipping,Outstanding Balance,Payment Method,Refunded Amount,Risk Level,Shipping,Shipping Country,Shipping Method,Source,Subtotal,Total,Category,Month of Order,Year of Order
2730,R-S-2527,2020-12-08,11:37:06,Emerald & Fuschia Fighter Sweatshirt - L,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,65.0,1,1,117.0,Custom,0.0,Low,2.0,LB,Local shipping,Web,234.0,236.0,Sweatshirt,12,2020
2731,R-S-2527,2020-12-08,11:37:06,Oxblood Fighter Sweatshirt - L,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,65.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Sweatshirt,12,2020
2732,R-S-2528,2020-12-08,13:35:13,Basic Hoodie Sweat Coord - Blue Fog - S,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,83.0,1,1,0.0,Custom,0.0,Low,2.0,LB,Local shipping,Web,308.7,310.7,Hoodie,12,2020
2733,R-S-2528,2020-12-08,13:35:13,Basic Hoodie Sweat Coord - Marshmallow Pink - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,130.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Hoodie,12,2020
2734,R-S-2528,2020-12-08,13:35:13,Basic Hoodie Sweat Coord - Marshmallow Pink - S,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,130.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Hoodie,12,2020
2735,R-S-2529,2020-12-08,13:41:35,Basic Hoodie Sweat Coord - Marshmallow Pink - S,Yes,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,130.0,1,1,0.0,Custom,99.0,Low,2.0,LB,Local shipping,Shopify_draft_order,229.0,231.0,Hoodie,12,2020
2736,R-S-2529,2020-12-08,13:41:35,Palazzo Sweat Coord - Purple Marl - S,No,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,130.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Shopify_draft_order,0.0,0.0,Sweat Coord,12,2020
2737,R-S-2530,2020-12-08,14:02:15,Basic Hoodie Sweat Coord - Blue Fog - L,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,83.0,1,1,0.0,Custom,0.0,Low,2.0,LB,Local shipping,Shopify_draft_order,83.0,85.0,Hoodie,12,2020
2738,R-S-2531,2020-12-08,14:34:45,Little Fighter Sweatshirt - Black - 5-6 Years,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Shopify_draft_order,0.0,0.0,Sweatshirt,12,2020
2739,R-S-2531,2020-12-08,14:34:45,Little Fighter Sweatshirt - Oxblood - 5-6 Years,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Shopify_draft_order,0.0,0.0,Sweatshirt,12,2020
2740,R-S-2531,2020-12-08,14:34:45,Oxblood Fighter Sweatshirt - M,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,65.0,1,1,0.0,Custom,0.0,Low,2.0,LB,Local shipping,Web,156.5,158.5,Sweatshirt,12,2020
2741,R-S-2532,2020-12-08,20:18:49,Basic Hoodie Sweat Coord - Blue Fog - L,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,83.0,1,1,0.0,Custom,0.0,Low,2.0,LB,Local shipping,Web,83.0,85.0,Hoodie,12,2020
2742,R-S-2533,2020-12-08,21:26:39,Basic Hoodie Sweat Coord - Flamingo Pink - S,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,130.0,1,1,0.0,Manual,0.0,Low,2.0,LB,Local shipping,Iphone,130.0,132.0,Hoodie,12,2020
2743,R-S-2534,2020-12-08,22:45:51,Basic Hoodie Sweat Coord - Blue Fog - L,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,83.0,1,1,0.0,Manual,0.0,Low,2.0,LB,Local shipping,Shopify_draft_order,83.0,85.0,Hoodie,12,2020
2744,R-S-2535,2020-12-08,22:55:00,Little Fighter Sweatshirt - Emerald - 9-10 Years,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49.0,1,1,0.0,Custom,0.0,Low,2.0,LB,Local shipping,Shopify_draft_order,49.0,51.0,Sweatshirt,12,2020
2745,R-S-2536,2020-12-08,22:55:37,Black Statement Sweatshirt - M,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,65.0,1,1,0.0,Custom,0.0,Low,2.0,LB,Local shipping,Shopify_draft_order,130.0,132.0,Sweatshirt,12,2020
2746,R-S-2536,2020-12-08,22:55:37,Oxblood Statement Sweatshirt - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,65.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Shopify_draft_order,0.0,0.0,Sweatshirt,12,2020
2747,R-S-2537,2020-12-08,23:19:15,Basic Hoodie Sweat Coord - Blue Fog - L,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,83.0,1,1,0.0,Custom,0.0,Low,2.0,LB,Local shipping,Shopify_draft_order,83.0,85.0,Hoodie,12,2020
2748,R-S-2538,2020-12-08,23:33:28,Little Fighter Sweatshirt - Military - 5-6 Years,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Shopify_draft_order,0.0,0.0,Sweatshirt,12,2020
2749,R-S-2538,2020-12-08,23:33:28,Military Fighter Sweatshirt - M,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,65.0,1,1,0.0,Custom,0.0,Low,2.0,LB,Local shipping,Web,114.0,116.0,Sweatshirt,12,2020
2750,R-S-2539,2020-12-09,00:23:43,Little Fighter Sweatshirt - Black - 3-4 Years,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49.0,1,1,0.0,Custom,0.0,Low,0.0,LB,Local shipping,Shopify_draft_order,0.0,0.0,Sweatshirt,12,2020
2751,R-S-2540,2020-12-09,00:32:38,Grey Fighter Sweatshirt - L,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,65.0,1,1,0.0,Custom,0.0,Low,0.0,LB,Local shipping,Shopify_draft_order,90.0,90.0,Sweatshirt,12,2020
2752,R-S-2540,2020-12-09,00:32:38,Wool Blend Metallic Beanie - Black & Silver,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,25.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Shopify_draft_order,0.0,0.0,Beanie,12,2020
2753,R-S-2541,2020-12-09,05:08:38,Emerald & Fuschia Fighter Sweatshirt - M,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,65.0,1,1,0.0,Custom,0.0,Low,2.0,LB,Local shipping,Web,65.0,67.0,Sweatshirt,12,2020
2754,R-S-2542,2020-12-09,11:36:58,Black & White Fighter Sweatshirt - L,Yes,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,65.0,1,1,0.0,Custom,65.0,Low,2.0,LB,Local shipping,Web,153.0,155.0,Sweatshirt,12,2020
2755,R-S-2542,2020-12-09,11:36:58,Little Fighter Sweatshirt - Navy & White - 3-4 Years,No,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,49.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Sweatshirt,12,2020
2756,R-S-2542,2020-12-09,11:36:58,Little Sweatpants - Navy - 3-4 Years,No,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,39.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Sweat Pants,12,2020
2757,R-S-2543,2020-12-09,11:43:36,Little Fighter Sweatshirt - Oxblood - 1-2 Years,No,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,49.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Sweatshirt,12,2020
2758,R-S-2543,2020-12-09,11:43:36,Oxblood Fighter Sweatshirt - L,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,65.0,1,1,0.0,Custom,0.0,Low,2.0,LB,Local shipping,Web,107.5,109.5,Sweatshirt,12,2020
2759,R-S-2544,2020-12-09,14:53:37,Pink Ray Feather Coord - L,Yes,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,60.0,1,1,0.0,Custom,60.0,Low,2.0,LB,Local shipping,Web,60.0,62.0,Sweat Pants,12,2020
2760,R-S-2546,2020-12-09,17:09:05,Basic Hoodie Sweat Coord - Orchid - S,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,130.0,1,1,0.0,Custom,0.0,Low,2.0,LB,Local shipping,Web,130.0,132.0,Hoodie,12,2020
2761,R-S-2547,2020-12-09,22:52:30,Basic Hoodie Sweat Coord - Espresso - S,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,130.0,1,1,0.0,Custom,0.0,Low,2.0,LB,Local shipping,Shopify_draft_order,130.0,132.0,Hoodie,12,2020
2762,R-S-2548,2020-12-10,19:30:09,Fighter Tshirt - White - L,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,35.0,1,1,0.0,Custom,0.0,Low,2.0,LB,Local shipping,Web,35.0,37.0,Sweat Pants,12,2020
2763,R-S-2549,2020-12-10,20:28:13,Basic Sweat Coord - North Atlantic - S,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,130.0,1,1,0.0,Custom,0.0,Low,2.0,LB,Local shipping,Web,117.0,119.0,Sweat Coord,12,2020
2764,R-S-2550,2020-12-10,22:54:12,Basic Hoodie Sweat Coord - Blue Fog - M,Yes,Cancelled,USD,Voided,Unfulfilled,Pending,83.0,1,1,85.0,Custom,0.0,Low,2.0,LB,Local shipping,Web,83.0,85.0,Hoodie,12,2020
2765,R-S-2551,2020-12-11,01:53:14,Oxblood Fighter Sweatshirt - L,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,65.0,1,1,0.0,Custom,0.0,Low,2.0,LB,Local shipping,Web,65.0,67.0,Sweatshirt,12,2020
2766,R-S-2552,2020-12-11,02:15:49,Little Fighter Sweatshirt - Black Glitter - 3-4 Years,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49.0,1,1,0.0,Manual,0.0,Low,2.0,LB,Local shipping,Iphone,98.0,100.0,Sweatshirt,12,2020
2767,R-S-2552,2020-12-11,02:15:49,Little Fighter Sweatshirt - Black Glitter - 5-6 Years,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49.0,1,1,0.0,Manual,0.0,0,0.0,LB,Local shipping,Iphone,0.0,0.0,Sweatshirt,12,2020
2768,R-S-2553,2020-12-11,08:36:41,Emerald & Fuschia Fighter Sweatshirt - M,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,65.0,1,1,0.0,Custom,0.0,Low,2.0,LB,Local shipping,Web,65.0,67.0,Sweatshirt,12,2020
2769,R-S-2554,2020-12-11,13:10:24,Little Fighter Sweatshirt - Military - 9-10 Years,No,Not Cancelled,USD,Paid,Fulfilled,Pending,49.0,1,1,237.6,Manual,0.0,Low,0.0,LB,Local shipping,Iphone,405.0,405.0,Sweatshirt,12,2020
2770,R-S-2554,2020-12-11,13:10:24,Little Fighter Sweatshirt - Navy & Fuschia - 5-6 Years,No,Not Cancelled,USD,Paid,Fulfilled,Pending,49.0,1,1,0.0,Manual,0.0,0,0.0,LB,Local shipping,Iphone,0.0,0.0,Sweatshirt,12,2020
2771,R-S-2554,2020-12-11,13:10:24,Little Fighter Sweatshirt - Navy & Fuschia - 7-8 Years,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49.0,1,1,0.0,Manual,0.0,0,0.0,LB,Local shipping,Iphone,0.0,0.0,Sweatshirt,12,2020
2772,R-S-2554,2020-12-11,13:10:24,Little Fighter Sweatshirt - Navy & White - 1-2 Years,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49.0,1,1,0.0,Manual,0.0,0,0.0,LB,Local shipping,Iphone,0.0,0.0,Sweatshirt,12,2020
2773,R-S-2554,2020-12-11,13:10:24,Little Fighter Sweatshirt - Oxblood - 5-6 Years,No,Not Cancelled,USD,Paid,Fulfilled,Pending,49.0,1,1,0.0,Manual,0.0,0,0.0,LB,Local shipping,Iphone,0.0,0.0,Sweatshirt,12,2020
2774,R-S-2554,2020-12-11,13:10:24,Little Fighter Sweatshirt - Oxblood - 7-8 Years,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49.0,1,1,0.0,Manual,0.0,0,0.0,LB,Local shipping,Iphone,0.0,0.0,Sweatshirt,12,2020
2775,R-S-2554,2020-12-11,13:10:24,Little Sweatpants - Military - 9-10 Years,No,Not Cancelled,USD,Paid,Fulfilled,Pending,39.0,1,1,0.0,Manual,0.0,0,0.0,LB,Local shipping,Iphone,0.0,0.0,Sweat Pants,12,2020
2776,R-S-2554,2020-12-11,13:10:24,Little Sweatpants - Navy - 1-2 Years,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,39.0,1,1,0.0,Manual,0.0,0,0.0,LB,Local shipping,Iphone,0.0,0.0,Sweat Pants,12,2020
2777,R-S-2554,2020-12-11,13:10:24,Little Sweatpants - Navy - 5-6 Years,No,Not Cancelled,USD,Paid,Fulfilled,Pending,39.0,1,1,0.0,Manual,0.0,0,0.0,LB,Local shipping,Iphone,0.0,0.0,Sweat Pants,12,2020
2778,R-S-2554,2020-12-11,13:10:24,Little Sweatpants - Navy - 9-10 Years,No,Not Cancelled,USD,Paid,Fulfilled,Pending,39.0,1,1,0.0,Manual,0.0,0,0.0,LB,Local shipping,Iphone,0.0,0.0,Sweat Pants,12,2020
2779,R-S-2555,2020-12-11,13:37:46,Little Fighter Sweatshirt - Navy & Fuschia - 5-6 Years,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49.0,1,1,0.0,Manual,0.0,0,0.0,LB,Local shipping,Iphone,0.0,0.0,Sweatshirt,12,2020
2780,R-S-2555,2020-12-11,13:37:46,Little Sweatpants - Navy - 5-6 Years,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,39.0,1,1,0.0,Custom,0.0,Low,2.0,LB,Local shipping,Web,88.0,90.0,Sweat Pants,12,2020
2781,R-S-2556,2020-12-11,13:59:33,Basic Hoodie Sweat Coord - Marshmallow Pink - M,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,130.0,1,1,0.0,Custom,0.0,Low,2.0,LB,Local shipping,Web,130.0,132.0,Hoodie,12,2020
2782,R-S-2557,2020-12-11,14:58:06,Fighter Tshirt - White - L,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,35.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Sweat Pants,12,2020
2783,R-S-2557,2020-12-11,14:58:06,Gamma Basic Longsleeve Tshirt - Black - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,25.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Sweat Pants,12,2020
2784,R-S-2557,2020-12-11,14:58:06,Gamma Basic Longsleeve Tshirt - White - M,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,25.0,1,1,0.0,Custom,0.0,Low,2.0,LB,Local shipping,Web,134.0,136.0,Sweat Pants,12,2020
2785,R-S-2557,2020-12-11,14:58:06,Polo Shirt - Orchid - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Sweat Pants,12,2020
2786,R-S-2559,2020-12-11,22:19:51,Basic Hoodie Sweat Coord - Black - L / Heavy,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,130.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Hoodie,12,2020
2787,R-S-2559,2020-12-11,22:19:51,Basic Hoodie Sweat Coord - Black - M / Heavy,Yes,Not Cancelled,USD,Pending,Fulfilled,Pending,130.0,1,1,231.0,Custom,0.0,Low,2.0,LB,Local shipping,Shopify_draft_order,229.0,231.0,Hoodie,12,2020
2788,R-S-2560,2020-12-11,22:24:53,Basic Hoodie Sweat Coord - Orchid - S,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,130.0,1,1,0.0,Custom,0.0,Low,0.0,LB,Local shipping,Shopify_draft_order,56.0,56.0,Hoodie,12,2020
2789,R-S-2561,2020-12-11,22:58:17,Palazzo Sweat Coord - Purple Marl - L,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,130.0,1,1,0.0,Custom,0.0,Low,2.0,LB,Local shipping,Shopify_draft_order,130.0,132.0,Sweat Coord,12,2020
2790,R-S-2563,2020-12-12,00:57:41,Little Fighter Sweatshirt - Navy & Fuschia - 1-2 Years,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49.0,1,1,78.0,Custom,0.0,Low,0.0,US,Local shipping,Shopify_draft_order,241.0,241.0,Sweatshirt,12,2020
2791,R-S-2563,2020-12-12,00:57:41,Little Fighter Sweatshirt - Navy & Fuschia - 5-6 Years,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49.0,1,1,0.0,Custom,0.0,0,0.0,US,Local shipping,Shopify_draft_order,0.0,0.0,Sweatshirt,12,2020
2792,R-S-2563,2020-12-12,00:57:41,Little Sweatpants - Navy - 1-2 Years,No,Not Cancelled,USD,Paid,Fulfilled,Pending,39.0,1,1,0.0,Custom,0.0,0,0.0,US,Local shipping,Shopify_draft_order,0.0,0.0,Sweat Pants,12,2020
2793,R-S-2563,2020-12-12,00:57:41,Little Sweatpants - Navy - 5-6 Years,No,Not Cancelled,USD,Paid,Fulfilled,Pending,39.0,1,1,0.0,Custom,0.0,0,0.0,US,Local shipping,Shopify_draft_order,0.0,0.0,Sweat Pants,12,2020
2794,R-S-2563,2020-12-12,00:57:41,Navy & Fuschia Fighter Sweatshirt - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,65.0,1,1,0.0,Custom,0.0,0,0.0,US,Local shipping,Shopify_draft_order,0.0,0.0,Sweatshirt,12,2020
2795,R-S-2564,2020-12-12,01:01:30,Palazzo Sweat Coord - Blackberry - S,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,130.0,1,1,0.0,Custom,0.0,Low,0.0,US,Local shipping,Shopify_draft_order,130.0,130.0,Sweat Coord,12,2020
2796,R-S-2565,2020-12-12,09:18:44,Basic Hoodie Sweat Coord - Mocha - S,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,130.0,1,1,0.0,Custom,0.0,Low,2.0,LB,Local shipping,Web,130.0,132.0,Hoodie,12,2020
2797,R-S-2566,2020-12-12,10:40:59,Basic Sweat Coord - Black - S / Medium,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,130.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Sweat Coord,12,2020
2798,R-S-2566,2020-12-12,10:40:59,Basic Sweat Coord - North Atlantic - L,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,130.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Sweat Coord,12,2020
2799,R-S-2566,2020-12-12,10:40:59,Beta Basic Longsleeve Tshirt - White - M,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,25.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Sweat Pants,12,2020
2800,R-S-2566,2020-12-12,10:40:59,Emerald & Fuschia Fighter Sweatshirt - M,Yes,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,65.0,1,1,0.0,Custom,117.0,Low,2.0,LB,Local shipping,Web,315.0,317.0,Sweatshirt,12,2020
2801,R-S-2567,2020-12-12,12:18:25,Slate Cotton Sweat Co-ord - M,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,60.0,1,1,0.0,Custom,0.0,Low,2.0,LB,Local shipping,Web,60.0,62.0,Sweat Pants,12,2020
2802,R-S-2568,2020-12-12,14:28:34,Basic Hoodie Sweat Coord - Black - S / Heavy,Yes,Cancelled,USD,Voided,Unfulfilled,Pending,130.0,1,1,222.0,Custom,0.0,Low,2.0,LB,Local shipping,Shopify_draft_order,220.0,222.0,Hoodie,12,2020
2803,R-S-2568,2020-12-12,14:28:34,Basic Sweat Coord - Cream - S,No,Not Cancelled,USD,Voided,Unfulfilled,Pending,130.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Shopify_draft_order,0.0,0.0,Sweat Coord,12,2020
2804,R-S-2569,2020-12-12,15:18:05,Little Fighter Sweatshirt - Black - 1-2 Years,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49.0,1,1,0.0,Custom,0.0,Low,2.0,LB,Local shipping,Shopify_draft_order,66.0,68.0,Sweatshirt,12,2020
2805,R-S-2569,2020-12-12,15:18:05,Little Fighter Sweatshirt - Military - 3-4 Years,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Shopify_draft_order,0.0,0.0,Sweatshirt,12,2020
2806,R-S-2570,2020-12-12,18:30:19,Little Fighter Sweatshirt - Emerald - 3-4 Years,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49.0,1,1,0.0,Custom,0.0,Low,2.0,LB,Local shipping,Web,49.0,51.0,Sweatshirt,12,2020
2807,R-S-2571,2020-12-12,20:33:27,Anya Slit Sweatshirt in Charcoal - L,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,55.0,1,1,0.0,Custom,0.0,Low,2.0,LB,Local shipping,Web,72.0,74.0,Sweatshirt,12,2020
2808,R-S-2571,2020-12-12,20:33:27,Beta Basic Longsleeve Tshirt - Black - L,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,25.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Sweat Pants,12,2020
2809,R-S-2572,2020-12-13,10:17:25,Basic Hoodie Sweat Coord - Espresso - M,Yes,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,130.0,1,1,0.0,Custom,130.0,Low,2.0,LB,Local shipping,Web,130.0,132.0,Hoodie,12,2020
2810,R-S-2573,2020-12-13,14:12:45,Little Fighter Sweatshirt - Navy & Fuschia - 3-4 Years,No,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,49.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Sweatshirt,12,2020
2811,R-S-2573,2020-12-13,14:12:45,Little Sweatpants - Navy - 3-4 Years,Yes,Not Cancelled,USD,Pending,Fulfilled,Fulfilled,39.0,1,1,90.0,Custom,0.0,Low,2.0,LB,Local shipping,Web,88.0,90.0,Sweat Pants,12,2020
2812,R-S-2574,2020-12-13,17:17:50,Emerald & Fuschia Fighter Sweatshirt - L,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,65.0,1,1,0.0,Custom,0.0,Low,2.0,LB,Local shipping,Web,114.0,116.0,Sweatshirt,12,2020
2813,R-S-2574,2020-12-13,17:17:50,Little Fighter Sweatshirt - Emerald - 5-6 Years,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Sweatshirt,12,2020
2814,R-S-2575,2020-12-13,18:05:53,Little Fighter Sweatshirt - Emerald - 1-2 Years,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Sweatshirt,12,2020
2815,R-S-2575,2020-12-13,18:05:53,Little Fighter Sweatshirt - Oxblood - 5-6 Years,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Sweatshirt,12,2020
2816,R-S-2575,2020-12-13,18:05:53,Little Fighter Sweatshirt - Oxblood - 7-8 Years,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49.0,1,1,0.0,Custom,0.0,Low,2.0,LB,Local shipping,Web,147.0,149.0,Sweatshirt,12,2020
2817,R-S-2577,2020-12-13,21:46:24,Black Statement Sweatshirt - M,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,65.0,1,1,0.0,Custom,0.0,Low,2.0,LB,Local shipping,Shopify_draft_order,65.0,67.0,Sweatshirt,12,2020
2818,R-S-2578,2020-12-13,22:15:29,Little Fighter Sweatshirt - Black - 5-6 Years,No,Not Cancelled,USD,Paid,Fulfilled,Pending,49.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Shopify_draft_order,0.0,0.0,Sweatshirt,12,2020
2819,R-S-2578,2020-12-13,22:15:29,Little Fighter Sweatshirt - Black Glitter - 1-2 Years,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49.0,1,1,98.0,Custom,0.0,Low,2.0,LB,Local shipping,Shopify_draft_order,294.0,296.0,Sweatshirt,12,2020
2820,R-S-2578,2020-12-13,22:15:29,Little Fighter Sweatshirt - Black Glitter - 7-8 Years,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Shopify_draft_order,0.0,0.0,Sweatshirt,12,2020
2821,R-S-2578,2020-12-13,22:15:29,Little Fighter Sweatshirt - Military - 5-6 Years,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Shopify_draft_order,0.0,0.0,Sweatshirt,12,2020
2822,R-S-2578,2020-12-13,22:15:29,Little Fighter Sweatshirt - Military - 7-8 Years,No,Not Cancelled,USD,Paid,Fulfilled,Pending,49.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Shopify_draft_order,0.0,0.0,Sweatshirt,12,2020
2823,R-S-2578,2020-12-13,22:15:29,Little Fighter Sweatshirt - Military - 9-10 Years,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Shopify_draft_order,0.0,0.0,Sweatshirt,12,2020
2824,R-S-2579,2020-12-13,22:22:32,Little Fighter Sweatshirt - Black Glitter - 5-6 Years,Yes,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,49.0,1,1,0.0,Custom,0.0,Low,2.0,LB,Local shipping,Web,88.0,90.0,Sweatshirt,12,2020
2825,R-S-2579,2020-12-13,22:22:32,Little Sweatpants - Black - 5-6 Years,No,Not Cancelled,USD,Paid,Fulfilled,Fulfilled,39.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Sweat Pants,12,2020
2826,R-S-2580,2020-12-14,00:25:26,Basic Hoodie Sweat Coord - Blue Fog - S,Yes,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,83.0,1,1,0.0,Custom,343.0,Low,2.0,LB,Local shipping,Web,343.0,345.0,Hoodie,12,2020
2827,R-S-2580,2020-12-14,00:25:26,Basic Hoodie Sweat Coord - Orchid - M,No,Not Cancelled,USD,Partially_refunded,Fulfilled,Fulfilled,130.0,1,1,0.0,Custom,0.0,0,0.0,LB,Local shipping,Web,0.0,0.0,Hoodie,12,2020
